Restaurant Name,Review,Rating,Date
Bec // bouteille et cuisine par Marius & Lucien,"Cadre super sympa, service au top et surtout une cuisine excellente qui vaut le détour. Je fonds pour les accras au haddock fumé et l’effiloché de porc aux patates douces. A tester sans attendre !",5,2019-11-11
Bec // bouteille et cuisine par Marius & Lucien,"Nous avons privatisé ce lieu pour un anniversaire en famille, soirée exceptionnelle avec des plats délicieux et variés, plein de saveurs exotiques et un service parfait. Nous reviendrons très vite. Bravo à Pierre et son équipe!",5,2019-11-10
Bec // bouteille et cuisine par Marius & Lucien,"Tout était très bon, même si j'ai eu une préférence pour l'entrée et le dessert ! La rillettes de cabillaud étaient délicieuses et le serveur au top.",4,2019-06-13
Bec // bouteille et cuisine par Marius & Lucien,"Système de tapas à la française et assez copieuses. Tout était très bon, mention particulière aux accras. Très bon rapport qualité-prix pour le quartier. Beau cadre.",5,2019-03-22
Bec // bouteille et cuisine par Marius & Lucien,"Ambiance chaleureuse, déco soignée et plats de qualité: des recettes simples, de saison et bien maîtrisées !",5,2019-02-09
Le Canot Vendéen,"Bravo à Anthony pour cette adresse bien cachée entre la gare de l’Est et la Porte Saint Martin ! 35€ pour un menu entrée-plat-dessert (merci à son épouse pour le gâteau chocolat-noix de coco) 100% fait maison dans le quartier… c’est rare ! Dans un cadre authentique : une halle de marché, face à un caviste et entouré de tous les produits du terroir. On entendrait presque la mer… avec des fruits de mer et du poisson aussi frais !",5,2024-08-22
Le Canot Vendéen,"Un accueil au top - Un service parfait - Un patron tout simplement génial qui aime vous recevoir, vous servir et vous parler - qui aime par dessus tout ce qu'il fait et celui-ci fait son métier avec un grand savoir - Les produits sont frais et de grande qualité - un étal à faire envier n'importe quel poissonnier - un rapport qualité/prix exceptionnel - Nous avons passé un excellent moment et tout ça grâce à vous Monsieur, grâce à votre gentillesse - Tout fut parfait - Merci pour l’anniversaire de notre fille, nous nous en souviendrons - Allez y les yeux fermés - que du +++++++++++++++++++++++++",5,2023-12-27
Le Canot Vendéen,"Au sein du marché Saint Martin, ce poissonnier vous propose le couvert ! Dans une ambiance conviviale, simple, calme, loin de la cohue de Paris,... nous avons partagé un grand moment de sincérité. Des produits ultra frais, un ceviché du chef généreux et aux saveurs asiatiques, les huîtres spéciales de Veules les Roses sont extraordinaires ! Vous redécouvrirez le goût des huîtres :-).",5,2023-12-02
Le Canot Vendéen,"Si vous cherchez un endroit original pour déguster des produits de la mer ultra-frais à petit prix, n'hésitez pas à entrer dans le marché Chateau d'Eau (sur le côté de la mairie du 10ème arrdt) pour une halte gourmande. Vous serez bien accueilli et servi avec beaucoup de gentillesse. Petit plus, il est possible pour un modique droit de bouchon de choisir son vin chez le caviste situé dans l'allée voisine.... Bonne pioche dans le quartier !",4,2023-11-23
Le Canot Vendéen,"Exactement le genre d'endroit que je recherchais ! Un lieu insolite et décontracté, tout est excellent, on a attendu un peu puisque tout est préparé à la demande (une soixantaine d'huitres, il faut les ouvrir !). Les tartares, le ceviche, les desserts, nous avons tout aimé. Nous étions huit pour un anniversaire en famille et nous avons passé un très beau moment. Nous pouvions nous entendre parler car l'endroit est calme le soir et le patron est super sympa. Avec l'offre en septembre, c'est totalement incroyable, j'ai presque hésité à mettre un commentaire pour garder cet endroit secret.",5,2023-09-21
Le Canot Vendéen,"Petit restaurant attenant à la poissonnerie. Un excellent tartare de thon rouge, le meilleur goûté à Paris me concernant. Des prix très raisonnables. Un accueil chaleureux et sympathique. Je conseille sincèrement.",5,2023-09-02
Le Canot Vendéen,"La chaleur de l’accueil est à la hauteur des assiettes ! C’est frais et très bon ! Moment particulièrement agréable car on se sent très bien reçu, on ne veut plus partir de chez Toto !",5,2023-08-03
Le Canot Vendéen,"Dégustation d’excellentes huîtres et de fruits de mer, directement du maraîcher. Beaucoup de places, le patron sympathique commande. Un petit vin blanc proposé avec. Et des prix très raisonnables.",5,2023-06-24
Le Canot Vendéen,"Je vais depuis le mois dernier dans cette poissonnerie pour prendre des plateaux de fruits de mer (à emporter). Tout est délicieux. J'y vais aussi le weekend avec des amis pour déguster sur place. Il existe 3 formules différentes pour déguster huîtres, crevettes, bulots.. avec du vin. Les prix sont imbattables et la qualité est top. Toto propose aussi une partie restaurant et il cuisine certains plats comme des accras de morue ou du thon fumé et laqué. J'ai fait le tour des poissonneries du quartier et celle-ci reste ma préférée (de loin).",5,2023-05-09
Mystery Cuisine - Édouard et Thu Ha,"Que dire de cette soirée magique et exceptionnelle le décor, l'accueil, le service original et spectaculaire, les plats inouis tant sur l'originalité des associations que sur les saveurs tout cela avec des vins d'exception en accompagnement",5,2024-06-16
Mystery Cuisine - Édouard et Thu Ha,"Tout était parfait, mets incroyables et l'association des vins surprenante. Le personnel au top : John, Norbert, Alberto & la Cheffe ont su nous ravir. Une superbe soirée et un professionnalisme redoutable. On ne peut qu'apprécier.",5,2024-01-15
Mystery Cuisine - Édouard et Thu Ha,Nous avons dîner en couple dans cet endroit insolite. Nous avons été directement pris en charge et installés à notre charmante table. Je n’expliquerai pas en détail cette soirée 🤫 car il faut vraiment la vivre mais elle était incroyable. Tant au niveau des papilles que dans le service. Gros bonus accord mets vin. A recommander vivement,5,2023-12-22
Mystery Cuisine - Édouard et Thu Ha,Un moment hors temps et incroyable merci 🙏 de cette générosité ! Une équipe redoutable et une cuisine de grande qualité,5,2023-10-25
Mystery Cuisine - Édouard et Thu Ha,"Abfab super accueil, petit espace cosy, des mets délicieux un accord mets et vins exceptionnels Merci c’était parfait",5,2023-10-24
Mystery Cuisine - Édouard et Thu Ha,"Super expérience. L’accord met et vin est superbe ! Expérience qui sort du commun, très agréable ! Je recommande !",5,2023-10-24
Mystery Cuisine - Édouard et Thu Ha,Merci pour ce moment magique ! Un voyage culinaire incroyable et drôle aussi pour son originalité. Nous avons passé un anniversaire de mariage unique. A très bientôt.,5,2023-09-19
Mystery Cuisine - Édouard et Thu Ha,"Si vous souhaitez vous régaler dans un lieu insolite avec un service original plein d’humour, Mystery Cuisine est LE restaurant. Ici, on se sent chouchouter, conseiller. Bref, on oublie, on se laisse aller, on se laisse surprendre, on rit et on se régale : des mets délicieux, raffinés avec des vins parfaitement associés. Je ne connais pas d’autres endroits qui réunissent autant de qualités. Un grand merci pour ce moment !",5,2023-09-09
Mystery Cuisine - Édouard et Thu Ha,Ce dîner était excellent dans un cadre très original avec des mets délicieux et des vins adaptés à chaque plat. John et ses complices nous ont régalé en nous faisant passer une sympathique soirée.,5,2023-09-06
Mystery Cuisine - Édouard et Thu Ha,"Nous adorons faire des belles tables et Mystery Cuisine nous a fait découvrir un dîner très original : Une table gastronomique pleine de magie, de mystère et de délices. L’association avec les vins est une merveille. Nous sommes ravis de ce superbe voyage gastronomique hors du commun.",5,2023-09-06
Mystery Cuisine - Édouard et Thu Ha,Un lieu unique avec un service incroyable Vous représentez divinement la gastronomie française avec une mise en scène extraordinaire. Du jamais vu ! Un très grand bravo à l’équipe de choc des 3 frères😍,5,2023-09-06
Mystery Cuisine - Édouard et Thu Ha,"Voici le commentaire que nous aurions aimé lire avant de réserver ;-) La devanture est mystérieuse, la petite salle épique et très originale ! Clairement, une atmosphère à nulle autre pareil :) On commence le spectacle et on se demande ce qui va arriver. On attend. On attend BEAUCOUP. Et lorsque, 4h plus tard, c'est terminé, on a passé un bon moment, mais on attend encore le vrai spectacle ou les vrais plats. Mais ce qui vous attend ensuite, c'est juste l'addition ! Et lorsque elle arrive, on hallucine tout simplement en se refaisant le film. Du prix, des autres commentaires en ligne qui sont si enthousiastes pour la plupart... A se demander comment aussi peu de gens rechignent à payer 600€ pour 2 (soit le prix d'un excellent gastronomique étoilé) pour un repas original, mais chiche, avec des produits plutôt basiques et peu onéreux. Par exemple, la farandole de desserts ressemble aux mignardises offertes dans les menus à ce prix-là. En moins fin ! Idem pour les entrées. Et les ""plats"" sont très modestes en quantité comme en qualité. A ce prix-là, vous pensiez manger des produits très raffinés, du poisson, de la viande ? Que nenni, à part quelques soupçons à droite à gauche... Alors au final, oui c'est original, oui l'expérience vaut le détour, mais certainement pas à ce prix-là. Quand on vous sert de la nourriture aussi basique, sous différents artifices habiles, on peut appeler ça une illusion permanente en trompe-l'œil. Ce restaurant est une illusion habile et maline : une toute petite salle avec 3 espaces séparés par des rideaux, une personne pour servir 3 tables, une cuisine minimaliste, et le tout pour un prix d'un grand restaurant. Un superbe business donc :-) Point d'amertume pour nous, on a quand même passé un bon moment et nous ne célébrions pas d'occasion particulière, mais que les choses soient dites : si vous avez déjà fait des restaurants gastronomiques, vous serez choqués de ce que vous aurez ici dans l'assiette pour ce prix... (nous avons par contre trouvé l'accord mets/vins très agréable, sans être des amateurs éclairés en la matière cependant). Si la nourriture ne vous importe peu, le rapport qualité-prix reste très excessif, mais si vous avez de l'argent à dépenser, l'expérience n'étant à nulle autre pareil, pourquoi pas !",2,2023-09-04
Mystery Cuisine - Édouard et Thu Ha,"Plusieurs repas en couple dans ce restaurant 😍😍, toujours aussi merveilleux, impressionnant et dépaysant. L’ambiance incroyable, le repas exceptionnel, les personnages surprenants, un lieu parfait pour passer un moment inoubliable",5,2023-06-04
Mystery Cuisine - Édouard et Thu Ha,"Nous nous sommes laissé tenter par cette merveilleuse expérience culinaire et quelle découverte ! Une atmosphère intimiste et chaleureuse, on a presque l’impression d’être chez soi ! L’équipe est plus qu’accueillante et rend ce moment d’autant plus charmant. La cuisine est raffinée, les mets sont choisis avec goût et les associations sont surprenantes et savoureuses. Je recommande fortement pour passer un moment unique et exquis en tout point ! Bravo au chef",5,2022-11-22
Mystery Cuisine - Édouard et Thu Ha,"Ce fut un magnifique moment, de merveilleux repas s'accompagnant avec harmonie par de fabuleux vins. Un service impeccable, toute une équipe drôle et au petit soin de ses clients. Une ambiance intimiste dans un décor de toute beauté. Aucune reproches à faire. Allez vite découvrir cette petite pépite dans Paris.",5,2022-11-22
Conti,"Une belle salle chaleureuse, nappes blanches et ambiance feutrée. Une cuisine soignée, des recettes diversifiées et bien maitrisées. Une vraie adresse italienne haut de gamme, comme il en reste assez peu à Paris.",5,2025-01-02
Conti,"Restaurant chic à la couleur rouge et à l'accueil superbe. Bravo pour votre petite attention. Le plus important la cuisine; en entrée carpaccio de poulpe si frais et délicat; en plat osso bucco parfaitement réalisé avec le goût du zeste de citron et la gremolata; tarte fine aux pommes avec sa quenelle de fior de latte très bonne et les tiramisu; mention spéciale pour celui au limoncello. Ce n'est évidemment pas un banal restaurant à pizza ! Mais l'Italie à travers ses plats emblématiques. En bref, une réussite. Arrivederci, Conti.",5,2024-04-03
Conti,"L’Italie à Paris, top adresse accueil chaleureux mets délicieux cadre calme et cosy Serveurs aux petits soins, soirée canon",5,2024-02-09
Conti,"Une délicieuse découverte ! Un décor cosy, un accueil chaleureux, un service tout aussi délicieux que le contenu des assiettes. Excellent conseil sur les vins… bref, tout était parfait. Je recommande vivement.",5,2023-11-07
Conti,"Un petit moment d'exception culinaire dans un cadre chaleureux et calme.. Cuisine excellente aux accords parfaits. Présentation des plats raffinée.. Un vin de Sicile au diapason. Personnel discret, à l'écoute et agréable. Vous l'aurez compris: nous y retournerons.",5,2023-09-13
Conti,"J’ai invité 4 amis dans cet excellent restaurants italien et c’était la première fois depuis la covid. Il n’a pas changé: service compétent et empathique, personnel de salle toujours aussi agréable et attentif à ce que ce déjeuner reste pour les clients un moment privilégié dont ils garderont un excellent souvenir. La nourriture est irréprochable, classique italienne extrêmement bien exécutée, avec des produits de première qualité. Deux de mes amis adorent les cèpes et ont pu en déguster accompagnés de tagliatelles, sans doute du fait du changement climatique. Je précise que je suis amateur de cèpes et que je sais faire la différence entre des fraiches et des conserves originaires de Hongrie… Tout cela n’est évidemment pas gratuit mais le rapport qualité / prix est au rendez-vous…",5,2023-07-12
Conti,"Cadre très raffiné, Accueil et service irréprochable, avenant, attentif, cuisine italienne de grande qualité... et SURTOUT un restaurant où l'on peut parler et s'entendre... pour un repas d'affaires c'est IDEAL...",5,2023-04-14
Conti,accueil sympathique - personnel disponible et compétent - les pates du jour à la truffe manquaient de goût et étaient en trop faible quantité Les glace caramel et café sans grande saveur. dommage,3,2022-07-19
Conti,"Cadre inchangé mais cuisine extrêmement décevante. Pâtes sèches et insipides, garnitures trop cuites, quant au reste, il demeure très quelconque. La patte gastronomiaue de l’ancien Chef Michel Ranvier, parti à la retraite, n’est malheureusement plus là. Mauvais rapport qualité prix",2,2021-09-23
Conti,"En fait, il a sombré avec le départ de l'ancien chef M. Ranvier! Et le lieu a perdu son âme. Seuls les 3 mousquetaires tiennent encore fidèlement la barre, mais le coeur n'y est plus et, dans l'assiette, c'est comm il a été dit par d'autres, une immense déception! Depuis que Ranvier a pris sa retraite, nous avons espacé nos visites pour ne pas dire, boudé la maison. Nous y revenons de tps en tps, pour voir si un miracle s'est produit, mais à ce jour, ce n'est pas le cas, hélas! jcb",3,2021-09-20
Conti,"Alors oui il y a le cadre .. vraiment un joli lieu, lustre, cadre vénitien, du rouge, du doré .. un Acceuil là aussi sympa avec le sourire .. mais là où ça ne va pas c est dans l assiette … et dans le verre! Alors un coup de coeur(tout de même) pour le salami tranché parfaitement.. avec un ptit blanc très agréable .. C est la suite qui était … très décevante Un Burrata à la truffe d’été, perles de truffe et tomates Bio.. la burrata petite mais ok bonne, avec une sorte de compotée de truffes .. enfin au goût de l huile de truffes.. Et la grande déception les pâtes !!! Oh je suis venue pour la pasta .. et j ai choisi des Fettuccini aux langoustines, jus au gingembre et noisette… et la c est la catastrophe ! Fettucini tellement cuitent! Des « crevettes » carbonisées et pourtant molle dedans ! Un pad thaï quoi! Je m en veut presque de la dire mais c est vrai ! Non non non je voulais de l Italie avec des Fettuccini aux langoustines, jus au gingembre et noisettes. La photo parle d elle même ! Et le vin.. ben le vin je pense Qu ils se sont oh c est une femme elle n y connaît rien… l erreur est humaine.. je dirais juste que le rapport qualité prix est scandaleux.. ok un X2 voir voir X3… mais la X7 pour un Brunello de Montalcino. Non non non ! Une addition un peu salée pour cette soirée qui au cœur de paris devait me transporter en Italie Bon ce n était peut être pas un bon jour pour le chef .. ou il était en vacances",2,2021-09-12
Conti,"C'est un très bon restaurant italien avec une cuisine très fine, bien présentée et savoureuse. Le vin aussi est très bon. Mais les parts devraient être un peu plus copieuses",4,2021-07-13
Conti,"Décoration de style vénitien, ambiance calme et confortable accueil très agréable et attentionné. La cuisine est excellente mais pourrait être plus inventive. Les prix restent raisonnables pour la classe et la localisation proche de l'Etoile et du Trocadero.",4,2020-02-15
Conti,"Très bon restaurant dans le 16eme, cuisine italienne . Produits frais et de qualité . En ce moment la truffe est à l’honneur !! Chaque assiette est bien pensée et bien présentée Ambiance confirmée et intime Le personnel est chaleureux et à l’écoute Un service voiturier",5,2019-10-25
Conti,"Des mets italiens fins et délicieux Un service impeccable, aimable et gentil ! N’hésitez pas, foncez !",5,2019-09-30
Les Amis des Messina du Faubourg Saint-Antoine,"Excellent restaurant italien tenus par des italiens Tout est chouette:accueil très chaleureux,service impeccable et plats succulents Mention spéciale pour le vin rouge délicieux recommandé par le serveur:Pietramore Montepulciano Le cadre est agréable,la vaisselle très jolie et les 30% de remise The Fork sont vraiment appréciables 😊 Bref à recommander sans hésiter",5,2024-09-28
Les Amis des Messina du Faubourg Saint-Antoine,Expérience très décevante . Le restau est très sale avec des cheveux dans les assiettes et le personnel de cuisine ne porte même pas de gants . La qualité de la nourriture est vraiment médiocre . A éviter absolument..,1,2024-05-12
Les Amis des Messina du Faubourg Saint-Antoine,"Excellent restaurant. Belle découverte. L’accueil est sympathique et le service parfait. La salle étant petite,il est quand même prudent de réserver.",5,2024-04-08
Les Amis des Messina du Faubourg Saint-Antoine,"Nous recherchions un restaurant sicilien à Paris. Les ""Amis de Messine"" nous ont comblé de bonheur. Tout est fait maison et d'une fraicheur parfaite. Et quel plaisir de retrouver les ""dolci"" siciliens !",5,2023-12-22
Les Amis des Messina du Faubourg Saint-Antoine,Un restaurant italien ultra frais avec une carte qui change au gré du marché. Plats succulents et un choix très varié. Je vous recommande cette table italienne 100% produits italiens.,5,2023-06-05
Les Amis des Messina du Faubourg Saint-Antoine,"Une institution dans le quartier,super repas,merci l’équipe des Messina,tout était très bon.",5,2023-05-23
Les Amis des Messina du Faubourg Saint-Antoine,Nous avions réservé pour la Saint Valentin et nous n'avons pas été déçus. Les prix sont assez élevés mais la qualité et la quantité étaient au rendez-vous. Le service était également parfait. Pas beaucoup d'attente entre les plats ou pour commander. Deux serveurs très sympathiques qui vous conseillerons au besoin. Petit bonus:L'apéritif et le digestif étaient offerts:),5,2022-02-17
Les Amis des Messina du Faubourg Saint-Antoine,"Nous avions réservé une table pour 21h30,on nous a fait attendre dehors jusqu’à 22h(plein mois de février nous avions extrêmement froid)et 0 excuse de la part du personnel ou même petit geste commercial … Le service a cependant était plutôt rapide avec un personnel plutôt chaleureux également. Cependant,au niveau de la quantité de nourriture c’était une grande déception… une assiette pas assez conséquente au vu du prix qui lui l’était. 16€ à 22€ pour un plat de pâtes d’à peine 100 grammes … Nous sommes ressortis du restaurant,nous avions encore faim. Les pâtes étaient relativement bonnes mais rien d’incroyable pour un Italien. Le cadre est cependant beau et intimiste ! Bilan très très mitigé,nous ne reviendrons pas …",3,2022-02-13
Les Amis des Messina du Faubourg Saint-Antoine,Restaurant sicilien très sympa sa spécialité les pâtes à la vongole et variantes on se régale Belle carte de vins italiens Avis aux amateurs,4,2021-12-22
Les Amis des Messina du Faubourg Saint-Antoine,"Je connais ce restaurant depuis des années et je constate que la qualité baisse un peu au fil des annees. Lors de mon dernier repas j’ai commandé des pâtes gambas-courgettes:le plat était fade,les gambas étaient des crevettes et surtout il n’y en avait que 3 dans l’assiette !!!!! Facturé 20€ ce plat,je trouve cela vraiment très excessif. Je suis donc déçu de ma dernière expérience dans ce restaurant qui ne reflète pas le niveau de qualité que j’ai connu.",3,2021-08-10
Les Amis des Messina du Faubourg Saint-Antoine,"Le lieu est splendide. L’accueil est professionnel,chaleureux,rapide et efficace. Les plats conviennent à tout type de restrictions alimentaires. Tout est frais,les portions sont très bien,ni trop peu,ni trop généreuses . C’est excellent ! Entrée,plat,dessert plus boisson,sont vrais excellent. Ce lieu peut parfaitement convenir pour des couples mais pas au grand groupe. Je recommande vivement ce restaurant.",5,2021-07-17
Les Amis des Messina du Faubourg Saint-Antoine,Le meilleur restaurant sicilien de paris!!! tout est excellent surtout les plats avec les aubergines et mon chouchou le cannolo <3,5,2020-09-23
Les Amis des Messina du Faubourg Saint-Antoine,"C’est la 3 ème fois que nous venons aux amis des messina,nous sommes toujours très bien accueilli,la nourriture est délicieuse et les produits de qualité. Une jolie adresse à garder et partager 😊",5,2020-08-24
Les Amis des Messina du Faubourg Saint-Antoine,Repas excellent personnel très agréable et très bon cadre ! Nous avons passé une excellente soirée ! Je recommande fortement,5,2020-08-09
Les Amis des Messina du Faubourg Saint-Antoine,"Endroit merveilleux proposant des plats excellents de la Sicile avec un personnel très chaleureux et sympathique. Je le recommande vivement. Grazie ancora per questa serata,a presto !!",5,2020-07-25
La Petite Bohème,Tapas revisités frais et délicieux. Accueil sympathique et chaleureux. Je conseille vivement pour une carte simple a des prix raisonnables,5,2024-11-11
La Petite Bohème,"Petit restaurant, dans une petite rue, non loin de la rue Montorgueil. Le restaurant a deux petites salles en intérieur, et une terrasse. La serveuse a été aux petits soins avec nous. Les plats sont réalisés à la commande, et les ingrédients sont qualitatifs. Très bien servis, et bons. Les prix sont raisonnables.",4,2023-09-13
La Petite Bohème,"Restau vraiment très sympa dans une rue piétonne calme du quartier Montorgueil Accueil chaleureux et service rapide, tapas copieux, de qualité et excellent rapport qualité prix. Bons cocktails (et même en pichet !) Une excellente soirée, merci !",5,2023-08-25
La Petite Bohème,"Restaurant très sympathique, ambiance feutré, cuisine excellente le cuisinier hyper sympathique. Produits de qualité, les vins sont excellents et je ne vous parle pas des cocktails. A découvrir. Merci chef de la part d'un pti Correzien",5,2023-06-16
La Petite Bohème,"Quelle chance de pouvoir dîner dans un petit restau en plein quartier des Halles dans une rue assez calme. Cuisine excellente qui nous fait voyager un peu, produits frais, service efficace dynamique le petit Blanc Argentin pas mal du tout ! Allez-y c’est un petit restau parisien comme on les aime",5,2023-06-15
La Petite Bohème,"Excellent resto: grand choix de tapas pour tous les goûts, plateaux fromage ou viande, nourriture copieuse, accueil chaleureux. Tout y est!!",5,2023-01-26
La Petite Bohème,Très chouette diner entre amis dans ce restaurant. Nous avons pris des tapas délicieux d'un très bon rapport qualité/prix. Ce joli restaurant est tenu par un restaurateur très sympathique. Nous y retournerons avec grand plaisir,5,2023-01-09
La Petite Bohème,"Découverte de ce restaurant rue Mandar (proche Montorgueil). Plats diversifiés, très bien présentés. Prix plus qu'abordables pour le quartier. On y retournera avec grand plaisir.",5,2022-12-03
La Petite Bohème,"Très bonne découverte, rapport qualité prix imbattable dans le quartier de montorgueil ! J’ai pris le plat du jour tataki de thon et mon ami le burrito vege sur place avec une entrée à partager colorée, originale et pleine de saveur. Une super adresse à découvrir !",5,2022-11-25
La Petite Bohème,Super nouvelle adresse dans le quartier. A quelques minutes de chez moi au top et tarif imbattable avec une fraîcheur incroyable,5,2022-11-25
Restaurant H,"Établissement proche de la bastille dans une rue paisible. Accueil sympa, bien accueilli par 2 personnes au service de la clientèle. Cuisine ouverte où on peut voir le chef à l'œuvre. Qualité, finesse, goût (7 services pour nous) tout y était. Carte des vins complète. Au dessus du lot, les 2 plats signatures, couteaux puis viande rouge, à tomber.. Je conseille vivement.",5,2024-04-12
Restaurant H,Excellente adresse. Cuisine de vrai chef. Un dîner exquis. Très bons accords plats / vins. Une étoile qui en vaut deux. Accueil chaleureux,5,2024-03-23
Restaurant H,"Excellent service, simpa et professionnel. Dégustation de haute catégorie. Sommelier très experte. Il faut l’essayer. Prix adéquat.",5,2024-03-21
Restaurant H,"Une petite salle sobre accueillant une vingtaine de convives (réservation nécessaire). Cuisine semi ouverte, où l'on peut voir le chef et son adjoint à l'œuvre. Le service est attentif, discret et rythme bien le repas. Menu / carte que l'on découvre au fur et à mesure des plats. Les préparations, les saveurs et la qualité des produits sont là. Les sauces, émulsions sont excellentes, le dessert ce soir-là était - à mon goût - un ton au dessous. Une très belle adresse gastronomique avec des prix en rapport.",5,2024-03-03
Restaurant H,"Deuxième visite pour un anniversaire! Mais quelles merveilles ces 5 services : de la poêlée aux giroles à la guimauve finale, tout est parfait. De plus le personnel est très agréable. Merci et à très bientôt",5,2023-11-08
Restaurant H,"Toujours au top! Mon restaurant préféré à Paris! Les plats sont délicieux, le service impeccable! Une très bonne carte des vins, bcd de pépites!",5,2023-08-15
Restaurant H,"Cuisine raffinée, délicieuse et fraîche, personnel super accueillant, rien à rapprocher, et le cadre très chic",5,2023-08-07
Restaurant H,"Une magnifique expérience, que ce soit pour l’ambiance, le service attentionné et dans la bonne humeur. Et que dire de la cuisine, succulent ! Nous avons pris le menu 7 plats, un vrai voyage culinaire avec de belles saveurs et découvertes. Merci au chef et à ses équipes pour cette très belle soirée !",5,2023-04-01
Restaurant H,"Nous sommes venus un samedi soir, le menu en sept temps a été une découverte incroyable. La surprise était au rendez-vous pour tous les plats avec un assortiment de vin à chaque plat, s’accordant parfaitement avec les saveurs. Un service de très grande qualité, l’accueil était parfait. Ankit a une très grande connaissance à la présentation de chaque plat, il sait nous faire voyager.",5,2023-03-06
Restaurant H,"Tout bonnement divin, chaque plat est une invitation à la gastronomie. Très bonne cave. Service irréprochable",5,2022-12-31
Restaurant H,"Au cœur du quartier Bastille, ce restaurant est un régal de l'entrée au dessert. Plats créatifs et très goûteux. Service sympathique et attentionné. Salle agréable. Le Chef est venu nous saluer courtoisement à la fin du repas. A recommander sincèrement.",5,2022-12-06
Restaurant H,"Sublime dîner en famille où tout était parfait, l’accueil, la sympathie et le professionnalisme du personnel et La cuisine du chef Hubert Duchenne est subtile, raffinée et très gourmande. Toutes nos félicitations ! On s’est régalés et on reviendra 👏",5,2022-11-11
Restaurant H,"Superbe expérience culinaire où vous voyagez avec des mets d'exception, et des vins d'exceptions pour accompagner les différents plats.",5,2022-09-24
Restaurant H,"Superbe moment convivial entre amis dans un restaurant calme avec peu de tables et un service au top. Cela annonçait une farandole de plats plus savoureux les uns que les autres. Menus en 7 plats où le savoir-faire du chef nous révèle une parfaite maîtrise des saveurs et de la présentation soignée. Tout nous est expliqué pour profiter au mieux de chaque plat, le vin proposé est en accord total. Nos gourmets sont respectés et contrairement à un restaurant proposant ce concept de plat à l’aveugle, une nouvelle composition est proposée plutôt que de retirer l’ingrédient non désiré ou même le plat supprimé. L’endroit est calme et la climatisation ne se faisait même pas sentir. A réserver aux gourmets qui aiment les plats bien composés, surprenants et esthétiques, le tout dans une fraîcheur visible.",5,2022-05-21
Restaurant H,"De bons plats et produits, mais un peu surfait à mon goût. Ça reste une appréciation personnelle, mais pour fréquenter régulièrement des restos étoilés, j’ai été un peu déçu. J’essaierai d’y retourner, pour voir si cet avis est mérité et définitif. J’ai trouvé le service plaisant mais parfois un peu intrusif",3,2022-05-10
Khaaw Hoom,"Petit restaurant mais plats originaux et goûteux. Aaccueil très sympa,prix corrects. J’y retourne ce WE avec des amis . Didier",5,2024-10-30
Khaaw Hoom,"Accueil chaleureux,service au top. Le repas était excellent,avec des saveurs qui régalent les papilles. La décoration est cosy,créant une ambiance très agréable. Les prix sont corrects et justifiés par la qualité. Réservation sur appel téléphonique.",5,2024-01-29
Khaaw Hoom,"Petit restaurant à la déco sobre et à l’ambiance calme Accueil chaleureux,souriant Le patron Stéphane est vraiment sympathiques et de bons conseils Le service est rapide et fluide Restaurant qui sert enfin de la vraie cuisine thaïlandaise ! Le pad Thai est à tomber premiere fois que je voie ce style de présentation(enrobé d’une fine omelette)une très très belle decouverte et le meilleur jamais mangé Pour les autres plats la présentation est également très soignée et agréable Les produits sont frais et arrivent chauds ! La possibilité de choisir son degré d épices est fort appréciable Ainsi on ne s’interdit pas certains plats puisque le cuisinier les épice(ou pas)en fonctions de vos goûts Dessert mangue riz Plutôt bon surtout la mangue bien mûre en revanche petit bémol concernant le riz ou il manque du jus de coco pour le rendre moins pâteux idem pour le riz gluant en accompagnement des plats …. Un peu trop compact J’ai hâte de faire découvrir cette petite pépite de cuisine thaï à mes proches",4,2023-12-03
Khaaw Hoom,"Excellent Thai! Légumes très frais,viande et crevette très bonnes et sauces gouteuses. Attention aux salades même avec un piment mais les plats sont tout à fait personnalisables. Accueil très chalareux N'hésitez pas!",5,2023-07-13
Khaaw Hoom,Très bon restaurant. Les plats sont bons et l’accueil et le service sont excellents. Je recommande.,5,2023-04-28
Khaaw Hoom,"Petit restaurant où on mange plutôt bien,menu entrée/plat à 25€ correct pour le quartier. J'ai bien aimé le curry de poulet rouge. En revanche,petit accrochage avec le patient à cause du montant minimum de consommation par personne en lien avec LaFourchette(20€),qui était annoncé sur la devanture.",3,2022-09-30
Khaaw Hoom,"Produits frais,cuisinés avec passion. C'est délicieux ! Patron très accueillant qui aime ce qu'il fait. Bravo ! On reviendra.",5,2022-08-22
Khaaw Hoom,"Cuisine maison,serveur(patron)super gentil il explique les variétés de plats. Possibilité de demander sans piment pour ceux qui n’aiment pas le hot. Plats typiques thaïlandais. Top 👍🏻",5,2022-07-31
Khaaw Hoom,L'accueil est super sympa. La carte variée sans être pléthorique car tout est fait maison. Si vous aimez la cuisine Thaï réserver car tous les plats sont comme en Thaïlande. C est à dire plein de subtilité dans les associations de goûts. Le Pad thaï a tomber le Lap de bœuf et ke yam Noah siper bon. Les prix sont raisonnables. Du grand art bravo et merci,5,2021-08-12
Khaaw Hoom,"Super resto thaïe tout fait maison,les plats sont pleins de saveurs,je me suis régalé à chaque fois,le gérant du resto est top super gentil,vous pouvez y aller sans hésiter !",5,2021-07-10
